Date,timeFrame,gridePoints,Humidity (%),roomHeight (cm),roomWidth(cm),roomLength(cm),num_students,windowsOpen,fansWorking,temperature (oC)
6/3/2026,AFTERNOON,C1,52,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,C2,50,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,C3,53,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,C4,53,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,D1,54,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,D2,56,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,D3,54,379,760,1516,38,18,0,40.4
6/3/2026,AFTERNOON,D4,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,E1,54,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,E2,56,379,760,1516,38,18,0,40.4
6/3/2026,AFTERNOON,E3,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,E4,52,379,760,1516,38,18,0,40.4
6/3/2026,AFTERNOON,F1,50,379,760,1516,38,18,0,40.4
6/3/2026,AFTERNOON,F2,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,F3,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,F4,54,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,G1,56,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,G2,55,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,G3,56,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,G4,48,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,H1,56,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,H2,53,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,H3,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,H4,51,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,I1,55,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,I2,56,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,I3,54,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,I4,52,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,J1,54,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,J2,49,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,J3,49,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,J4,54,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,K1,48,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,K2,52,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,K3,51,379,760,1516,38,18,0,40.6
